자동차정비업체명,자동차정비업체종류,소재지도로명주소,소재지지번주소,위도,경도,사업등록일자,면적,영업상태,폐업일자,휴업시작일자,휴업종료일자,운영시작시각,운영종료시각,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
쌍용자동차춘천사업소(주),1,강원특별자치도 춘천시 우묵길 50,강원특별자치도 춘천시 퇴계동 1190,37.865491,127.7222999,2004-08-25,3155.8,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
쌍용차전문 정비,3,강원특별자치도 춘천시 서부대성로 169,강원특별자치도 춘천시 효자동 604-3,37.876055,127.737781,2008-10-24,519.5,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
안도카센타,3,강원특별자치도 춘천시 효자로150번길 5,강원특별자치도 춘천시 효자동 653-6,37.875753,127.736082,1999-08-23,201.6,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
알엠모터스,3,강원특별자치도 춘천시 동내면 외솔길19번길 68,강원특별자치도 춘천시 동내면 거두리 1046-2,37.8577400359,127.757469,2022-12-29,232.76,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
애니카랜드 퇴계점,3,강원특별자치도 춘천시 솟발1길 4-41,강원특별자치도 춘천시 퇴계동 493-3,37.848591,127.731841,2013-02-28,368,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
애니카랜드 후평점,3,강원특별자치도 춘천시 후석로 474,강원특별자치도 춘천시 후평동 599-19,37.891101,127.740612,1997-05-28,440,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
애막골자동차부분정비업소,3,강원특별자치도 춘천시 애막골길7번길 18,강원특별자치도 춘천시 석사동 741-7,37.866141,127.751706,1999-03-25,210.6,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
양지자동차부분정비,3,강원특별자치도 춘천시 영서로2434번길 9-5,강원특별자치도 춘천시 근화동 748-6,37.876498,127.712288,1998-11-23,255.19,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
영준카서비스,3,강원특별자치도 춘천시 공지로317번길 10,강원특별자치도 춘천시 효자동 698-14,37.867786,127.7301199899,2009-12-24,239.6,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
오토서비스정비공장,2,강원특별자치도 춘천시 신동면 솟발1길 9,강원특별자치도 춘천시 신동면 정족리 631-2,37.846535,127.731682,2014-08-27,581,1,,,,,,,강원특별자치도 춘천시,033-250-3256,2024-11-12,4181000,강원특별자치도 춘천시
스피드카센터,3,부산광역시 북구 만덕대로 54,부산광역시 북구 덕천동 385-15,35.2112663,129.0109448,2000-05-19,50,3,2013-08-09,,,,,051-338-1477,부산광역시 북구,051-309-4514,2024-12-09,3320000,부산광역시 북구
우방카클리닉,3,경상북도 경주시 백률로 60(동천동),경상북도 경주시 동천동 784-2,35.856393,129.225874,2004-03-09,198,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
형산자동차정비공업사,3,경상북도 경주시 삼거리앞길 15(도지동),경상북도 경주시 도지동 678-11,35.797134,129.269178,2004-05-10,103.5,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
애니카랜드 안강점,3,경상북도 경주시 안강읍 피일길 86,경상북도 경주시 안강읍 옥산리 597-8,35.999268,129.183462,2004-06-15,1230,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
금장카클리닉,3,경상북도 경주시 현곡면 동대로 230,경상북도 경주시 현곡면 금장리 460-13,35.867393,129.201825,2004-08-06,177,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
초원카센타,3,경상북도 경주시 외동읍 연안2길 3,경상북도 경주시 외동읍 연안리 777-9,35.729304,129.320302,2004-09-13,199,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
애니카랜드 건천점,3,경상북도 경주시 건천읍 내서로 1069,경상북도 경주시 건천읍 천포리 314-11,35.852745,129.100419,2005-05-06,152.3,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
카매니아정비,3,경상북도 경주시 공영주택길 38,경상북도 경주시 성건동 633-5,35.854495,129.210839,2005-07-01,149.1,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
외동점 현대자동차,3,경상북도 경주시 외동읍 모화남1길 5,경상북도 경주시 외동읍 모화리 202-1,35.670525,129.336711,2005-07-12,129.6,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
엘림자동차,3,경상북도 경주시 봉황로 176-5(성건동),경상북도 경주시 성건동 620-94,35.855196,129.210712,2005-07-15,172.9,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
현성자동차정비공업사,3,경상북도 경주시 안강읍 구부랑3길 24-9,경상북도 경주시 안강읍 산대리 2405-9,36.001988,129.193992,2001-05-21,199,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
자동차나라,3,경상북도 경주시 안강읍 구부랑길 27,경상북도 경주시 안강읍 산대리 2416-3,35.999997,129.196138,2001-06-04,179.3,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
경주카클리닉정비공업사,3,경상북도 경주시 양정로 281(동천동),경상북도 경주시 동천동 766-3,35.857957,129.223937,2001-10-09,160.5,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
건천점현대자동차,3,경상북도 경주시 건천읍 내서로 1201,경상북도 경주시 건천읍 조전리 34-3,35.843567,129.109437,2001-10-19,156.8,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
현대자동차황성점,3,경상북도 경주시 갓뒤길3번길 1-6,경상북도 경주시 황성동 645-16,35.870705,129.216299,2001-11-19,345,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
유진자동차병원,3,경상북도 경주시 초당길159번길 12(동천동),경상북도 경주시 동천동 890-9,35.850232,129.230291,2001-12-13,199.7,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
M모터클럽,3,경상북도 경주시 양정로 200(동천동),경상북도 경주시 동천동 599-20,35.850527,129.224355,2002-01-11,159.8,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
스피트메이트 새화랑점,3,"경상북도 경주시 초당길 103, 112동(동천동)",경상북도 경주시 동천동 936,35.846795,129.235114,2002-02-23,2390.6,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
대신자동차정비공업사,3,경상북도 경주시 소금강로 61(용강동),경상북도 경주시 용강동 1345-9,35.860196,129.226867,2002-03-14,199.4,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
자동차나라정비공업사,3,경상북도 경주시 충효녹지길 68-8(충효동),경상북도 경주시 충효동 2976,35.843259,129.184101,2002-05-08,178.9,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
동천카써비스,3,경상북도 경주시 알천북로 277(동천동),경상북도 경주시 동천동 913-8,35.84646978,129.228381,2002-07-03,190.8,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
그린 모터샵,3,경상북도 경주시 동천로60번길 20(동천동),경상북도 경주시 동천동 835-1,35.85309972,129.228682,2002-07-24,115.11,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
케이지모빌리티 경주서비스프라자,3,경상북도 경주시 천북면 천북로 97,경상북도 경주시 천북면 신당리 741-1,35.892179,129.2456801,2002-10-01,2000,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
안강모터스,3,경상북도 경주시 안강읍 화전중앙길 44,경상북도 경주시 안강읍 산대리 1931-4,35.989708,129.215072,2002-10-25,149,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
불국사카센타,3,경상북도 경주시 산업로 3007(시래동),경상북도 경주시 시래동 373-8,35.774754,129.299981,2002-11-18,174.22,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
안강자동차정비공업사,3,경상북도 경주시 안강읍 비화동길 19,경상북도 경주시 안강읍 안강리 351-11,35.990363,129.225443,2003-03-21,517,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
한별자동차정비,3,경상북도 경주시 용담로116번길 18,경상북도 경주시 황성동 895-5,35.866218,129.210234,2000-02-25,366,1,,,,,,,경상북도 경주시 차량등록사업소,054-779-6539,2025-01-30,5050000,경상북도 경주시
남부점 기아오토큐,3,,경상남도 양산시 남부동 149-14,35.34004786,129.0399312,1999-07-10,508,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
남산모터스,3,,경상남도 양산시 평산동 140,35.37963576,129.1526779,2014-05-23,174,1,,,,,,055-387-2070,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
남성모터스,3,,경상남도 양산시 물금읍 범어리 770,35.32985511,129.0038487,1997-06-09,158,1,,,,,,055-388-1005,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
남양산카센타,3,,경상남도 양산시 동면 석산리 699-1,35.31600748,129.0286561,2018-10-04,429.6,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
남양종합정비,1,,경상남도 양산시 산막동 565-2,35.37265064,129.0636186,1990-12-21,2833.3,1,,,,,,055-370-5582,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
넥센타이어 신양산대리점,3,,경상남도 양산시 물금읍 가촌리 552-1,35.31912618,128.9904588,1998-11-17,173,1,,,,,,055-381-3292,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
달구지카서비스,3,,경상남도 양산시 남부동 460-5,35.33886041,129.0362988,1998-11-10,201.9,1,,,,,,055-389-0485,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대성모터스,3,,경상남도 양산시 하북면 순지리 756-36,35.48852598,129.0871861,2012-04-24,180,1,,,,,,070-8171-9091,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대성정비,3,,경상남도 양산시 동면 석산리 694-9,35.31659639,129.0292571,2018-10-04,99.2,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대영모터스,3,,경상남도 양산시 북정동 888-12,35.35862882,129.040397,2010-06-24,185.9,1,,,,,,055-363-2285,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대원상사,3,,경상남도 양산시 북정동 900-2,35.35774289,129.0402431,1999-03-31,191.7,1,,,,,,055-372-0069,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대원종합정비,1,,경상남도 양산시 동면 석산리 1420-9,35.32780547,129.0318164,2010-09-09,4340,1,,,,,,055-385-3651,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대진카타운,3,,경상남도 양산시 남부동 468-4,35.3372006641,129.0365032236,1998-12-03,113.05,1,,,,,,055-385-2846,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대한자동차정비,3,,경상남도 양산시 신기동 643-1,35.35653622,129.0376351,2013-07-29,187,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
더카정비,3,,경상남도 양산시 평산동 498,35.38201799,129.1445256,2015-11-17,178,1,,,,,,055-389-1946,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
덕계카정비공업사,3,,경상남도 양산시 평산동 1108-160,35.37472719,129.147282,2010-12-16,1034.88,1,,,,,,055-365-1941,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동남카서비스,3,,경상남도 양산시 평산동 564-98,35.38506364,129.1470479,2014-05-22,391,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동남카센타,3,,경상남도 양산시 상북면 소토리 435-10,35.37761826,129.053365,2015-01-05,141.75,1,,,,,,055-374-1119,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동래상사,3,,경상남도 양산시 다방동 473-1,35.3314040090,129.0420546136,2000-04-02,87.8,1,,,,,,055-372-1087,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동양산모터스,1,,경상남도 양산시 주진동 289,35.39315467,129.1503615,2023-01-05,322,1,,,,,,055-383-4200,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동영모터스,3,,경상남도 양산시 중부동 603-8,35.33995377,129.0361865,2019-06-03,224.8,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동우보링,4,,경상남도 양산시 주남동 497,35.41971503,129.1593163,2018-11-26,1769,1,,,,,,055-364-8551,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동일자동차부분정비,3,,경상남도 양산시 어곡동 419-13,35.37626603,129.0262794,2002-03-20,151,1,,,,,,055-388-1069,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동해자동차정비,3,,경상남도 양산시 명동 848-5,35.40412918,129.1640709,1999-03-31,153.05,1,,,,,,055-366-1477,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
동현카부분정비,3,,경상남도 양산시 북정동 901-7,35.3569224287,129.040263,2010-01-05,595,1,,,,,,055-385-9670,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
드림모터스,3,,경상남도 양산시 용당동 933-2,35.43021707,129.179965,2014-04-11,237,1,,,,,,000-0000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
디젤포유,3,,경상남도 양산시 덕계동 1248,35.37023709,129.1452798,2016-06-02,149,1,,,,,,055-383-3135,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
라이언모터스,3,,경상남도 양산시 남부동 469-1,35.3366600017,129.036582,2016-02-23,379,1,,,,,,055-383-0407,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
라이온모터스,3,,경상남도 양산시 물금읍 물금리 893-2,35.30799977,128.9929236,2017-06-12,138.64,1,,,,,,055-000-0000,경상남도 양산시,055-392-2863,2024-11-25,5380000,경상남도 양산시
대원1급자동차정비공업사,1,강원특별자치도 원주시 서원대로86번길 5-6(단계동 664),강원특별자치도 원주시 단계동 664,37.34998031,127.9228012,2014-12-05,1332,1,,,,09:00,18:00,033-761-5985,강원특별자치도 원주시청,033-737-3522,2024-11-30,4191000,강원특별자치도 원주시
대성오토자동차부분,3,경상남도 진주시 금산면 월아산로 1264,경상남도 진주시 금산면 갈전리 1393-4,35.181792,128.153611,1998-11-02,50,1,,,,,,,경상남도 진주시청,055-749-8737,2024-10-23,5310000,경상남도 진주시
타이어타운자동차,3,경상남도 진주시 진주대로 864(칠암동),경상남도 진주시 칠암동 487-1,35.177673,128.092011,1998-11-10,598,1,,,,,,,경상남도 진주시청,055-749-8737,2024-10-23,5310000,경상남도 진주시
