차종,연비,이미지
2011 아우디 S4,8.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180515_3%2Fauto_1526367057716nhgKh_PNG%2F20180515155035_XOwHWGPA.png
2020 랜드로버 디펜더 110,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230306_275%2Fauto_1678091896572Wlou3_PNG%2F20230306173815_ndaBZxDq.png
2023 볼보 XC60 플러그...,11.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_90%2Fauto_1661230692519YrAMV_PNG%2F20220823135758_kGVQA1pH.png
2020 아우디 S5 카브리올레,6.2ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200116_102%2Fauto_1579135798498N9YxV_PNG%2F20200116094947_uuPCjKfJ.png
2021 아우디 S5,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210614_215%2Fauto_1623644008401WADY6_PNG%2F20210614131318_w1TvxaMP.png
2011 포르쉐 카이맨,9.1~9.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_173%2Fauto_14960478914493ynDa_PNG%2F15368_2011__.png
2021 르노 마스터 E-Tech,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220719_170%2Fauto_16582051631052cBwG_PNG%2F20220719133229_2DcMWoLl.png
2012 렉서스 RX 하이브리드,16.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201222_186%2Fauto_1608623649380JHK98_PNG%2F20201222165407_bphOiaEZ.png
2008 포르쉐 카이엔,5.4~7.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_54%2Fauto_14979393123912GMTO_PNG%2F10961_2008__.png
2019 메르세데스-벤츠 CLS,9.8~13km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191210_223%2Fauto_1575961430320obDCa_PNG%2F20191210160348_eE7U1Unj.png
2014 포르쉐 카이엔,6.6~10.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_83%2Fauto_1496049025600w9kOT_PNG%2F28813_2014__.png
2019 메르세데스-AMG C클...,9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180328_148%2Fauto_1522221220430wx4Um_PNG%2F20180328161327_NK7MZPdh.png
2018 메르세데스-AMG C클...,8.3~9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171215_102%2Fauto_1513320392685Cs5VC_PNG%2F20171215154621_pms4Fu8T.png
2019 포르쉐 카이맨,9~9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180213_112%2Fauto_1518509532983im6GN_PNG%2F20180213171201_guRhskUK.png
2020 메르세데스-AMG C클...,9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200414_8%2Fauto_15868358356124LX2m_PNG%2F20200414124344_WxIq98UC.png
2024 볼보 XC60 플러그...,16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230915_221%2Fauto_1694749679376xXSzo_PNG%2F20230915124746_PH5KnZrn.png
2024 캐딜락 XT6,8.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240416_200%2Fauto_1713257300478zaqKJ_PNG%2F20240416174754_gVTlaTIF.png
2025 볼보 XC60 플러그...,16.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240821_65%2Fauto_1724205402898LSsIO_PNG%2F20240821105631_ql8cFrgu.png
2024 볼보 S90 플러그인 하이...,18.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231205_229%2Fauto_1701757155078YTEwP_PNG%2F20231205151904_aby9Kp36.png
2011 렉서스 IS F,8.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201221_105%2Fauto_16085302714926QiE8_PNG%2F20201221145725_E3QnW9p7.png
2024 BMW 6시리즈 그란투리...,9.3~13.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_65%2Fauto_1698127322546o5KVA_PNG%2F20231024150153_LSLNNS9a.png
2023 BMW 6시리즈 그란투리...,9.3~13.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221122_235%2Fauto_16690983835320X7lw_PNG%2F20221122152612_y4pyOt4H.png
2021 로터스 엘리스 S,7.8ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210209_134%2Fauto_1612842526200BBfzC_PNG%2F20210209124834_GcOSphBk.png
2025 렉서스 RX 하이브리드,13.6~14.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250204_71%2Fauto_1738644972082x0MHo_PNG%2F20250204135602_taos6d3u.png
2022 랜드로버 디스커버리,7.5~10.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210503_213%2Fauto_1620009951995RYlpi_PNG%2F20210503110221_aIzfuqkZ.png
2014 폭스바겐 캘리포니아,7.5ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_251%2Fauto_1496049058454u60Sn_PNG%2F44295_2014__.png
2014 아우디 SQ5,11.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_56%2Fauto_1496048931385IJl9A_PNG%2F28878_2014__SQ5.png
2020 랜드로버 디펜더 110 플...,3.3ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200909_203%2Fauto_1599623122589EOqwY_PNG%2F20200909124312_ibnVe50k.png
2010 포르쉐 카이엔,6.7~12km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_174%2Fauto_1496110777101LdwnB_PNG%2F14088_2010__.png
2012 렉서스 IS F,7.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201221_67%2Fauto_1608530397025dA0Y9_PNG%2F20201221145935_5uVEWEpQ.png
2023 BMW 5시리즈 플러그인...,17.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221122_124%2Fauto_1669097659722euoqO_PNG%2F20221122151407_vDFkPVPq.png
2020 메르세데스-AMG CLA ...,8.4ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190722_41%2Fauto_1563772956848WN9kV_PNG%2F20190722142215_2PhhoDwI.png
2024 테슬라 사이버트럭,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191122_40%2Fauto_1574405620892m75rg_PNG%2F20191122155338_hBGelVfe.png
2024 볼보 XC90,9.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20231024_106%2Fauto_1698128061081SOvYD_PNG%2F20231024151410_nUd8YDlo.png
2025 볼보 XC90,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250120_37%2Fauto_1737349005924euYu2_PNG%2F20250120135638_OEUWk7qm.png
2015 폭스바겐 페이톤,9.6km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170526_227%2Fauto_1495798210332hwV6j_PNG%2F58579_2015__.png
2016 메르세데스-AMG C클...,8.6~9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_162%2Fauto_1495544608386Ph3Ft_PNG%2F59895_2016__C63_AMG.png
2016 렉서스 RX F 스포츠 ...,12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170825_96%2Fauto_1503639727348OLuuD_PNG%2F20170825144159_oJulP1zp.png
2018 렉서스 RX F 스포츠 ...,12.8km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180816_155%2Fauto_1534398386181ojTC5_PNG%2F20180816144617_WDmuOv4L.png
2022 볼보 S90 플러그인 하이...,11.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20211013_248%2Fauto_1634103131402JGSPU_PNG%2F20211013143154_svQIZwGd.png
2023 볼보 S90 플러그인 하이...,11.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220823_212%2Fauto_1661230274652bnw0X_PNG%2F20220823135106_aqGLZ8Kt.png
2013 모건 로드스터,9.8ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_71%2Fauto_1496049243947t9WJu_PNG%2F33179_2013__.png
2008 체어맨W 리무진,7~7.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190828_181%2Fauto_1566998047869nkKY9_PNG%2F20190828221403_OrXKBbW2.png
2020 메르세데스-벤츠 CLS,9.8~13km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200408_126%2Fauto_1586326804999khegN_PNG%2F20200408151953_6TMa1XVo.png
2022 지프 그랜드 체로키 L,7.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220530_88%2Fauto_1653872057141Ga1Kl_PNG%2F20220530095403_7b4wG4py.png
2020 리비안 R1T,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240308_148%2Fauto_1709858127202bFiBA_PNG%2F20240308093502_20NHgK1Q.png
2025 폭스바겐 골프 R,8.5ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240626_21%2Fauto_1719381506392s0fAq_PNG%2F20240626145812_AwzRqjYR.png
2015 아우디 S5,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180516_69%2Fauto_15264511099049ptFD_PNG%2F20180516151129_RF2PrKXj.png
2025 볼보 S90 플러그인 하이...,18.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241105_110%2Fauto_173079676037444OTe_PNG%2F20241105175230_5LjO4Y43.png
2020 아우디 A7,9.5~12.1km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200318_13%2Fauto_1584508801419DcguA_PNG%2F20200318141949_YJ5gQQ6R.png
2023 닛산 Z 니스모,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20230802_183%2Fauto_16909419859694ATVR_PNG%2F20230802110610_sJlxmdYK.png
2008 아우디 Q7,6.5~8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170620_109%2Fauto_1497939353388LHJpR_PNG%2F11196_2008__Q7.png
2011 메르세데스-벤츠 M클...,9.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_253%2Fauto_1496047837484lx1XO_PNG%2F14818_2011__M.png
2013 포르쉐 카이엔,6.9~10.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_101%2Fauto_1496048326249Dq7Om_PNG%2F28797_2013__.png
2007 아우디 Q7,7.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180518_238%2Fauto_1526622813269xa09p_PNG%2F20180518145311_6h5Dq25j.png
2013 메르세데스-벤츠 CLS ...,15km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191230_70%2Fauto_1577695336483tHdfw_PNG%2F20191230174214_tuwnOBJb.png
2025 BMW 5시리즈 플러그인...,14.3~15.9km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20241218_132%2Fauto_1734500902336XTqz5_PNG%2F20241218144812_S000gmDl.png
2020 로터스 엘리스 S,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20200507_61%2Fauto_1588822746084YGppM_PNG%2F20200507123707_AfvXprU7.png
2016 BMW X4 M,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20171227_170%2Fauto_1514369863000kJ3kJ_PNG%2F20171227191740_etM9NzZ3.png
2018 어큐라 RLX 스포츠 하...,28mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190614_195%2Fauto_1560490736868OGXJx_PNG%2F20190614143823_PELabHvo.png
2020 어큐라 RLX 스포츠 하...,28mpg,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190802_79%2Fauto_15647281076468DTtl_PNG%2F20190802154129_wEXfTrXG.png
2010 체어맨W 리무진,7~7.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190828_274%2Fauto_1566998061046UsXoU_PNG%2F20190828221418_IZYutYna.png
2009 렉서스 RX 하이브리드,16.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170530_172%2Fauto_1496110350025ywDxR_PNG%2F10779_2009__RX450h.png
2025 EV9 GT,3.6km/kWh,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20250218_109%2Fauto_1739839704463Hty5X_PNG%2F20250218094823_HkgIotxn.png
2015 메르세데스-벤츠 GLE,5.4~10.4ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_141%2Fauto_1495545676575AeVt0_PNG%2F57633_2016__GLE_.png
2016 메르세데스-벤츠 GLE ...,3.3ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_139%2Fauto_1495545683982TtMaM_PNG%2F57651_2016__GLE_PHEV.png
2018 메르세데스-AMG SLC,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20180723_42%2Fauto_1532327535844JES81_PNG%2F20180723153129_8GyRgcKV.png
2017 폭스바겐 아마록,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170523_196%2Fauto_1495542757908aORkp_PNG%2F63825_2017__.png
2023 메르세데스-벤츠 E클래...,9.1~13.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20220922_176%2Fauto_1663820022738IrKtk_PNG%2F20220922131332_BlGwqn9t.png
2019 캐딜락 CT6,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201015_137%2Fauto_1602739068679O1bb1_PNG%2F20201015141746_6khzFuwf.png
2020 캐딜락 CT6,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20201028_129%2Fauto_1603854458183PwP4C_PNG%2F20201028120717_iPdDiunr.png
2025 메르세데스-AMG CLA,9.2km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240823_257%2Fauto_1724378752885YbiRK_PNG%2F20240823110542_htqHa6WM.png
2019 아우디 TTS,7.1ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20190110_72%2Fauto_1547096400300iP4sd_PNG%2F20190110135932_bHURAI8E.png
2013 아우디 S5,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_2%2Fauto_1496048396023KYdlc_PNG%2F17469_2013__S5.png
2014 아우디 S5,8.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_20%2Fauto_1496048840038S0xE2_PNG%2F46041_2014__S5.png
2012 랜드로버 레인지로버 이...,10.3km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170905_81%2Fauto_1504601402556VRhwY_PNG%2F20170905174935_01ifMic2.png
2013 랜드로버 레인지로버 이...,9.4km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170905_188%2Fauto_1504599512606RNrb5_PNG%2F20170905171803_AQzjjl4v.png
2021 포드 머스탱 쉘비 GT,정보없음,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210512_250%2Fauto_16207828943391acKJ_PNG%2F20210512102801_cCOGHbyj.png
2011 포르쉐 카이엔,6.7~11.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20240306_263%2Fauto_17097056506194L9kH_PNG%2F20240306151409_l6ITQI3T.png
2012 포르쉐 카이엔,6.7~11.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=http%3A%2F%2Fimgauto.naver.com%2F20170529_168%2Fauto_1496048116257HM4Rl_PNG%2F18571_2012__.png
2016 메르세데스-AMG SLC,9.5km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20191213_131%2Fauto_15762206687232f2Ve_PNG%2F20191213160427_fT2AelPM.png
2019 메르세데스-AMG GLB,7.6ℓ/100km,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20210308_97%2Fauto_1615173353017quFD0_PNG%2F20210308121551_R3ZNEgvS.png
2023 지프 그랜드 체로키 L,7.7km/ℓ,https://search.pstatic.net/common?type=f&size=298x140&quality=95&direct=true&ttype=input&src=https%3A%2F%2Fimgauto-phinf.pstatic.net%2F20221123_105%2Fauto_16691804828349UK9B_PNG%2F20221123141427_lpFEr7MB.png
